state,round,year,area,section,indicator,harmonized_indicator,value,data_flag,source
Ladakh,NFHS-6,2023-24,Rural,Population and Household Profile,Children age 2-4 years who attended pre-school (%),,47.4,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Population and Household Profile,Children age 2-4 years who attended pre-school (%),,46.0,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Characteristics of Adults (age 15-49 years),Women with 10 or more years of schooling (%),Women (15-49) with 10+ years schooling (%),69.7,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Characteristics of Adults (age 15-49 years),Women with 10 or more years of schooling (%),Women (15-49) with 10+ years schooling (%),55.5,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Characteristics of Adults (age 15-49 years),Women with 10 or more years of schooling (%),Women (15-49) with 10+ years schooling (%),58.2,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Characteristics of Adults (age 15-49 years),Men with 10 or more years of schooling (%),Men (15-49) with 10+ years schooling (%),74.9,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Characteristics of Adults (age 15-49 years),Men with 10 or more years of schooling (%),Men (15-49) with 10+ years schooling (%),64.2,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Characteristics of Adults (age 15-49 years),Men with 10 or more years of schooling (%),Men (15-49) with 10+ years schooling (%),65.9,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Characteristics of Adults (age 15-49 years),Women who have ever used the internet (%),Women who ever used the internet (%),85.9,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Characteristics of Adults (age 15-49 years),Women who have ever used the internet (%),Women who ever used the internet (%),77.3,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Characteristics of Adults (age 15-49 years),Women who have ever used the internet (%),Women who ever used the internet (%),78.9,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Characteristics of Adults (age 15-49 years),Men who have ever used the internet (%),Men who ever used the internet (%),93.3,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Characteristics of Adults (age 15-49 years),Men who have ever used the internet (%),Men who ever used the internet (%),78.6,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Characteristics of Adults (age 15-49 years),Men who have ever used the internet (%),Men who ever used the internet (%),81.0,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Marriage and Fertility,Women age 20-24 years married before age 18 years (%),Women 20-24 married before age 18 (%),1.8,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Marriage and Fertility,Women age 20-24 years married before age 18 years (%),Women 20-24 married before age 18 (%),4.0,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Marriage and Fertility,Women age 20-24 years married before age 18 years (%),Women 20-24 married before age 18 (%),3.5,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Marriage and Fertility,Total fertility rate (children per woman),Total fertility rate (children per woman),1.7,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Marriage and Fertility,Total fertility rate (children per woman),Total fertility rate (children per woman),1.6,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Marriage and Fertility,Total fertility rate (children per woman),Total fertility rate (children per woman),1.6,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Marriage and Fertility,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),Women 15-19 already mothers/pregnant (%),0.9,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Marriage and Fertility,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),Women 15-19 already mothers/pregnant (%),0.7,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Marriage and Fertility,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),Women 15-19 already mothers/pregnant (%),0.8,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Current Use of Family Planning Methods (currently married women age 15-49 years),Any method2 (%),FP: Any method (%),59.7,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Current Use of Family Planning Methods (currently married women age 15-49 years),Any method2 (%),FP: Any method (%),67.9,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Current Use of Family Planning Methods (currently married women age 15-49 years),Any method2 (%),FP: Any method (%),66.4,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Current Use of Family Planning Methods (currently married women age 15-49 years),Any modern method2 (%),FP: Any modern method (%),52.8,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Current Use of Family Planning Methods (currently married women age 15-49 years),Any modern method2 (%),FP: Any modern method (%),58.0,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Current Use of Family Planning Methods (currently married women age 15-49 years),Any modern method2 (%),FP: Any modern method (%),57.1,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Current Use of Family Planning Methods (currently married women age 15-49 years),Any traditional method (%),,6.9,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Current Use of Family Planning Methods (currently married women age 15-49 years),Any traditional method (%),,9.9,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Current Use of Family Planning Methods (currently married women age 15-49 years),Any traditional method (%),,9.3,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Current Use of Family Planning Methods (currently married women age 15-49 years),Female sterilization (%),FP: Female sterilization (%),13.1,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Current Use of Family Planning Methods (currently married women age 15-49 years),Female sterilization (%),FP: Female sterilization (%),13.6,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Current Use of Family Planning Methods (currently married women age 15-49 years),Female sterilization (%),FP: Female sterilization (%),13.5,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Current Use of Family Planning Methods (currently married women age 15-49 years),Male sterilization (%),FP: Male sterilization (%),0.0,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Current Use of Family Planning Methods (currently married women age 15-49 years),Male sterilization (%),FP: Male sterilization (%),0.1,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Current Use of Family Planning Methods (currently married women age 15-49 years),Male sterilization (%),FP: Male sterilization (%),0.1,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Unmet Need for Family Planning (currently married women age 15-49 years),Total unmet need3 (%),Total unmet need for FP (%),9.5,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Unmet Need for Family Planning (currently married women age 15-49 years),Total unmet need3 (%),Total unmet need for FP (%),8.2,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Unmet Need for Family Planning (currently married women age 15-49 years),Total unmet need3 (%),Total unmet need for FP (%),8.4,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Unmet Need for Family Planning (currently married women age 15-49 years),Unmet need for spacing3 (%),Unmet need for spacing (%),7.3,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Unmet Need for Family Planning (currently married women age 15-49 years),Unmet need for spacing3 (%),Unmet need for spacing (%),4.8,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Unmet Need for Family Planning (currently married women age 15-49 years),Unmet need for spacing3 (%),Unmet need for spacing (%),5.2,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Unmet Need for Family Planning (currently married women age 15-49 years),Unmet need for limiting3 (%),,2.2,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Unmet Need for Family Planning (currently married women age 15-49 years),Unmet need for limiting3 (%),,3.4,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Unmet Need for Family Planning (currently married women age 15-49 years),Unmet need for limiting3 (%),,3.2,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Maternal and Child Health - Antenatal Care,Mothers who had an antenatal check-up in the first trimester (%),ANC visit in first trimester (%),100.0,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Maternal and Child Health - Antenatal Care,Mothers who had an antenatal check-up in the first trimester (%),ANC visit in first trimester (%),95.5,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Maternal and Child Health - Antenatal Care,Mothers who had an antenatal check-up in the first trimester (%),ANC visit in first trimester (%),96.3,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Maternal and Child Health - Antenatal Care,Mothers who had any antenatal care visits (%),,100.0,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Maternal and Child Health - Antenatal Care,Mothers who had any antenatal care visits (%),,97.0,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Maternal and Child Health - Antenatal Care,Mothers who had any antenatal care visits (%),,97.5,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Maternal and Child Health - Antenatal Care,Mothers who had at least 4 antenatal care visits (%),ANC: 4+ visits (%),99.2,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Maternal and Child Health - Antenatal Care,Mothers who had at least 4 antenatal care visits (%),ANC: 4+ visits (%),93.6,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Maternal and Child Health - Antenatal Care,Mothers who had at least 4 antenatal care visits (%),ANC: 4+ visits (%),94.6,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Maternal and Child Health - Antenatal Care,Mothers whose last birth was protected against neonatal tetanus4 (%),Last birth protected vs neonatal tetanus (%),95.3,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Maternal and Child Health - Antenatal Care,Mothers whose last birth was protected against neonatal tetanus4 (%),Last birth protected vs neonatal tetanus (%),97.6,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Maternal and Child Health - Antenatal Care,Mothers whose last birth was protected against neonatal tetanus4 (%),Last birth protected vs neonatal tetanus (%),97.2,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Maternal and Child Health - Antenatal Care,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),Mother took IFA 100+ days (%),38.0,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Maternal and Child Health - Antenatal Care,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),Mother took IFA 100+ days (%),34.7,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Maternal and Child Health - Antenatal Care,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),Mother took IFA 100+ days (%),35.3,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Maternal and Child Health - Antenatal Care,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),,21.9,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Maternal and Child Health - Antenatal Care,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),,18.7,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Maternal and Child Health - Antenatal Care,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),,19.3,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Maternal and Child Health - Antenatal Care,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),Mother received MCP card (%),100.0,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Maternal and Child Health - Antenatal Care,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),Mother received MCP card (%),99.7,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Maternal and Child Health - Antenatal Care,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),Mother received MCP card (%),99.8,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Maternal and Child Health - Delivery Care,Institutional births (%),Institutional births (%),98.7,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Maternal and Child Health - Delivery Care,Institutional births (%),Institutional births (%),97.9,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Maternal and Child Health - Delivery Care,Institutional births (%),Institutional births (%),98.0,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Maternal and Child Health - Delivery Care,Institutional births in public facility (%),Institutional births in public facility (%),91.1,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Maternal and Child Health - Delivery Care,Institutional births in public facility (%),Institutional births in public facility (%),96.3,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Maternal and Child Health - Delivery Care,Institutional births in public facility (%),Institutional births in public facility (%),95.4,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Maternal and Child Health - Delivery Care,Births attended by skilled health personnel5 (%),,98.7,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Maternal and Child Health - Delivery Care,Births attended by skilled health personnel5 (%),,99.2,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Maternal and Child Health - Delivery Care,Births attended by skilled health personnel5 (%),,99.1,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Maternal and Child Health - Delivery Care,Births delivered by caesarean section (%),Births delivered by caesarean section (%),44.3,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Maternal and Child Health - Delivery Care,Births delivered by caesarean section (%),Births delivered by caesarean section (%),24.2,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Maternal and Child Health - Delivery Care,Births delivered by caesarean section (%),Births delivered by caesarean section (%),27.8,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Maternal and Child Health - Delivery Care,Births in a public health facility that were delivered by caesarean section (%),C-section in public facility (%),43.3,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Maternal and Child Health - Delivery Care,Births in a public health facility that were delivered by caesarean section (%),C-section in public facility (%),23.7,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Maternal and Child Health - Delivery Care,Births in a public health facility that were delivered by caesarean section (%),C-section in public facility (%),27.0,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Maternal and Child Health - Postnatal Care,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery+ (%),PNC for mother within 2 days (%),96.6,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Maternal and Child Health - Postnatal Care,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery+ (%),PNC for mother within 2 days (%),92.2,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Maternal and Child Health - Postnatal Care,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery+ (%),PNC for mother within 2 days (%),93.0,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Maternal and Child Health - Postnatal Care,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/ other health personnel within 2 days of delivery+ (%),,98.4,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Maternal and Child Health - Postnatal Care,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/ other health personnel within 2 days of delivery+ (%),,92.0,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Maternal and Child Health - Postnatal Care,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/ other health personnel within 2 days of delivery+ (%),,93.1,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall6 (%),Child fully vaccinated (card or recall) (%),,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall6 (%),Child fully vaccinated (card or recall) (%),94.0,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall6 (%),Child fully vaccinated (card or recall) (%),94.1,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months fully vaccinated based on information from vaccination card only7 (%),,,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months fully vaccinated based on information from vaccination card only7 (%),,95.9,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months fully vaccinated based on information from vaccination card only7 (%),,95.6,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Urban,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received any vaccine (%),,,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Rural,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received any vaccine (%),,100.0,,NFHS-6 PDF
Ladakh,NFHS-6,2023-24,Total,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received any vaccine (%),,99.0,,NFHS-6 PDF
