state,round,year,area,section,indicator,harmonized_indicator,value,data_flag,source
Sikkim,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,0.0,,NFHS-4/3 sparse xlsx
Sikkim,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,0.0,,NFHS-4/3 sparse xlsx
Sikkim,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Sikkim,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,0.0,,NFHS-4/3 sparse xlsx
Tripura,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,0.0,,NFHS-4/3 sparse xlsx
Tripura,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,0.0,,NFHS-4/3 sparse xlsx
Tripura,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Tripura,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,0.4,,NFHS-4/3 sparse xlsx
Uttarakhand,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,2.4,,NFHS-4/3 sparse xlsx
Uttarakhand,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,1.6,,NFHS-4/3 sparse xlsx
Uttarakhand,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,5.4,,NFHS-4/3 sparse xlsx
Uttarakhand,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,0.4,,NFHS-4/3 sparse xlsx
Andaman and Nicobar Islands,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Andaman and Nicobar Islands,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Andaman and Nicobar Islands,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Andaman and Nicobar Islands,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Chandigarh,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Chandigarh,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Chandigarh,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Chandigarh,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Dadra and Nagar Haveli,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,7.7,,NFHS-4/3 sparse xlsx
Dadra and Nagar Haveli,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Dadra and Nagar Haveli,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Dadra and Nagar Haveli,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Daman and Diu,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,1.2,,NFHS-4/3 sparse xlsx
Daman and Diu,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Daman and Diu,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Daman and Diu,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Lakshadweep,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Lakshadweep,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Lakshadweep,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Lakshadweep,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Puducherry,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Puducherry,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Puducherry,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
Puducherry,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),,,,NFHS-4/3 sparse xlsx
India,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,24.3,,NFHS-4/3 sparse xlsx
India,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,23.0,,NFHS-4/3 sparse xlsx
India,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,27.2,,NFHS-4/3 sparse xlsx
India,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Andhra Pradesh,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,28.5,,NFHS-4/3 sparse xlsx
Andhra Pradesh,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,27.8,,NFHS-4/3 sparse xlsx
Andhra Pradesh,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,30.2,,NFHS-4/3 sparse xlsx
Andhra Pradesh,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Assam,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,22.9,,NFHS-4/3 sparse xlsx
Assam,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,22.7,,NFHS-4/3 sparse xlsx
Assam,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,24.8,,NFHS-4/3 sparse xlsx
Assam,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Bihar,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,10.8,,NFHS-4/3 sparse xlsx
Bihar,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,10.1,,NFHS-4/3 sparse xlsx
Bihar,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,16.5,,NFHS-4/3 sparse xlsx
Bihar,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Chhattisgarh,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,34.2,,NFHS-4/3 sparse xlsx
Chhattisgarh,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,32.3,,NFHS-4/3 sparse xlsx
Chhattisgarh,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,41.0,,NFHS-4/3 sparse xlsx
Chhattisgarh,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Gujarat,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,15.8,,NFHS-4/3 sparse xlsx
Gujarat,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,15.8,,NFHS-4/3 sparse xlsx
Gujarat,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,15.7,,NFHS-4/3 sparse xlsx
Gujarat,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Haryana,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,21.4,,NFHS-4/3 sparse xlsx
Haryana,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,22.6,,NFHS-4/3 sparse xlsx
Haryana,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,19.6,,NFHS-4/3 sparse xlsx
Haryana,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Jharkhand,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,21.7,,NFHS-4/3 sparse xlsx
Jharkhand,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,21.1,,NFHS-4/3 sparse xlsx
Jharkhand,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,24.4,,NFHS-4/3 sparse xlsx
Jharkhand,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Karnataka,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,22.3,,NFHS-4/3 sparse xlsx
Karnataka,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,23.2,,NFHS-4/3 sparse xlsx
Karnataka,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,21.1,,NFHS-4/3 sparse xlsx
Karnataka,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Kerala,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,49.1,,NFHS-4/3 sparse xlsx
Kerala,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,50.1,,NFHS-4/3 sparse xlsx
Kerala,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,48.1,,NFHS-4/3 sparse xlsx
Kerala,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Madhya Pradesh,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,17.5,,NFHS-4/3 sparse xlsx
Madhya Pradesh,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,16.7,,NFHS-4/3 sparse xlsx
Madhya Pradesh,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,19.6,,NFHS-4/3 sparse xlsx
Madhya Pradesh,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Maharashtra,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,30.5,,NFHS-4/3 sparse xlsx
Maharashtra,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,31.6,,NFHS-4/3 sparse xlsx
Maharashtra,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,29.3,,NFHS-4/3 sparse xlsx
Maharashtra,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Odisha,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,29.5,,NFHS-4/3 sparse xlsx
Odisha,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,30.3,,NFHS-4/3 sparse xlsx
Odisha,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,25.0,,NFHS-4/3 sparse xlsx
Odisha,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Punjab,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,47.2,,NFHS-4/3 sparse xlsx
Punjab,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,47.6,,NFHS-4/3 sparse xlsx
Punjab,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,46.7,,NFHS-4/3 sparse xlsx
Punjab,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Rajasthan,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,22.6,,NFHS-4/3 sparse xlsx
Rajasthan,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,22.0,,NFHS-4/3 sparse xlsx
Rajasthan,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,24.5,,NFHS-4/3 sparse xlsx
Rajasthan,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Tamil Nadu,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,35.4,,NFHS-4/3 sparse xlsx
Tamil Nadu,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,35.8,,NFHS-4/3 sparse xlsx
Tamil Nadu,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,34.9,,NFHS-4/3 sparse xlsx
Tamil Nadu,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Telangana,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,25.3,,NFHS-4/3 sparse xlsx
Telangana,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,28.9,,NFHS-4/3 sparse xlsx
Telangana,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,21.3,,NFHS-4/3 sparse xlsx
Telangana,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Uttar Pradesh,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,24.4,,NFHS-4/3 sparse xlsx
Uttar Pradesh,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,22.1,,NFHS-4/3 sparse xlsx
Uttar Pradesh,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,32.6,,NFHS-4/3 sparse xlsx
Uttar Pradesh,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
West Bengal,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,26.7,,NFHS-4/3 sparse xlsx
West Bengal,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,26.9,,NFHS-4/3 sparse xlsx
West Bengal,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,26.2,,NFHS-4/3 sparse xlsx
West Bengal,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Arunachal Pradesh,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,8.1,,NFHS-4/3 sparse xlsx
Arunachal Pradesh,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,8.7,,NFHS-4/3 sparse xlsx
Arunachal Pradesh,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,6.0,,NFHS-4/3 sparse xlsx
Arunachal Pradesh,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
NCT of Delhi,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,19.6,,NFHS-4/3 sparse xlsx
NCT of Delhi,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
NCT of Delhi,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,19.6,,NFHS-4/3 sparse xlsx
NCT of Delhi,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Goa,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,49.5,,NFHS-4/3 sparse xlsx
Goa,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,48.1,,NFHS-4/3 sparse xlsx
Goa,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,50.3,,NFHS-4/3 sparse xlsx
Goa,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Himachal Pradesh,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,29.0,,NFHS-4/3 sparse xlsx
Himachal Pradesh,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,28.4,,NFHS-4/3 sparse xlsx
